,NCLO,Arrival Delay,Cap,Abandonment Penalty,Utility,protocol_type,protocol_name,Algorithm,map_size,max_nclo,converge_threshold
0,0,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
1,200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
2,400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
3,600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
4,800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
5,1000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
6,1200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
7,1400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
8,1600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
9,1800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
10,2000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
11,2200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
12,2400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
13,2600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
14,2800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
15,3000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
16,3200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
17,3400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
18,3600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
19,3800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
20,4000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
21,4200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
22,4400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
23,4600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
24,4800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
25,5000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
26,5200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
27,5400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
28,5600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
29,5800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
30,6000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
31,6200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
32,6400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
33,6600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
34,6800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
35,7000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
36,7200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
37,7400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
38,7600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
39,7800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
40,8000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
41,8200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
42,8400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
43,8600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
44,8800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
45,9000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
46,9200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
47,9400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
48,9600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
49,9800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
50,10000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
51,10200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
52,10400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
53,10600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
54,10800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
55,11000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
56,11200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
57,11400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
58,11600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
59,11800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
60,12000,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
61,12200,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
62,12400,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
63,12600,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
64,12800,0.0,0.0,0.0,0.0,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
65,13000,2274.4617844257873,1024.708554780922,0.0,634.531277994963,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
66,13200,2274.4617844257873,1024.708554780922,0.0,634.531277994963,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
67,13400,2274.4617844257873,1024.708554780922,0.0,634.531277994963,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
68,13600,2274.4617844257873,1024.708554780922,0.0,634.531277994963,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
69,13800,2274.4617844257873,1024.708554780922,0.0,634.531277994963,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
70,14000,2274.4617844257873,1024.708554780922,0.0,634.531277994963,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
71,14200,2274.4617844257873,1024.708554780922,0.0,634.531277994963,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
72,14400,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
73,14600,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
74,14800,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
75,15000,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
76,15200,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
77,15400,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
78,15600,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
79,15800,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
80,16000,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
81,16200,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
82,16400,6645.581218998281,2828.0261003985042,0.0,1774.9158285155738,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
83,16600,9705.539992805914,3398.234601218599,0.0,2074.1434070970145,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
84,16800,9705.539992805914,3398.234601218599,0.0,2074.1434070970145,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
85,17000,11612.183688915857,5399.161137633666,0.0,3413.0327416962964,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
86,17200,11612.183688915857,5399.161137633666,0.0,3413.0327416962964,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
87,17400,11612.183688915857,5399.161137633666,0.0,3413.0327416962964,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
88,17600,11612.183688915857,5399.161137633666,0.0,3413.0327416962964,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
89,17800,11612.183688915857,5399.161137633666,0.0,3413.0327416962964,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
90,18000,11612.183688915857,5399.161137633666,0.0,3413.0327416962964,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
91,18200,11612.183688915857,5399.161137633666,0.0,3413.0327416962964,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
92,18400,11612.183688915857,5399.161137633666,0.0,3413.0327416962964,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
93,18600,11612.183688915857,5399.161137633666,0.0,3413.0327416962964,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
94,18800,15578.61471864371,6449.971382219725,0.0,3868.5831469983586,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
95,19000,15578.61471864371,6449.971382219725,0.0,3868.5831469983586,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
96,19200,15578.61471864371,6449.971382219725,0.0,3868.5831469983586,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
97,19400,15578.61471864371,6449.971382219725,0.0,3868.5831469983586,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
98,19600,15578.61471864371,6449.971382219725,0.0,3868.5831469983586,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
99,19800,15578.61471864371,6449.971382219725,0.0,3868.5831469983586,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
100,20000,17627.379700068752,7500.781626805784,0.0,4550.971506102711,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
101,20200,17627.379700068752,7500.781626805784,0.0,4550.971506102711,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
102,20400,17627.379700068752,7500.781626805784,0.0,4550.971506102711,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
103,20600,17627.379700068752,7500.781626805784,0.0,4550.971506102711,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
104,20800,19875.150166632542,8023.426241633543,0.0,4876.434644602244,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
105,21000,19875.150166632542,8023.426241633543,0.0,4876.434644602244,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
106,21200,22435.340627015157,12726.376317510563,0.0,7618.479702097942,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
107,21400,22435.340627015157,12726.376317510563,0.0,7618.479702097942,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
108,21600,22435.340627015157,12726.376317510563,0.0,7618.479702097942,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
109,21800,22435.340627015157,12726.376317510563,0.0,7618.479702097942,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
110,22000,22435.340627015157,12726.376317510563,0.0,7618.479702097942,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
111,22200,23928.119847101178,16919.575917842245,0.0,10679.97695153694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
112,22400,23928.119847101178,16919.575917842245,0.0,10679.97695153694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
113,22600,23928.119847101178,16919.575917842245,0.0,10679.97695153694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
114,22800,23928.119847101178,16919.575917842245,0.0,10679.97695153694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
115,23000,23928.119847101178,16919.575917842245,0.0,10679.97695153694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
116,23200,23928.119847101178,16919.575917842245,0.0,10679.97695153694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
117,23400,23928.119847101178,16919.575917842245,0.0,10679.97695153694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
118,23600,29218.62276317483,19823.31074047793,0.0,12334.046838840704,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
119,23800,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
120,24000,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
121,24200,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
122,24400,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
123,24600,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
124,24800,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
125,25000,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
126,25200,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
127,25400,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
128,25600,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
129,25800,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
130,26000,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
131,26200,33926.29845438883,21332.9841618217,0.0,12893.88198157252,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
132,26400,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
133,26600,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
134,26800,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
135,27000,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
136,27200,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
137,27400,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
138,27600,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
139,27800,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
140,28000,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
141,28200,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
142,28400,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
143,28600,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
144,28800,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
145,29000,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
146,29200,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
147,29400,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
148,29600,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
149,29800,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
150,30000,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
151,30200,36376.17223592647,21960.272862514154,0.0,13268.222908868218,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
152,30400,42050.62326539516,26867.88983755887,0.0,15974.531552305354,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
153,30600,42050.62326539516,26867.88983755887,0.0,15974.531552305354,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
154,30800,42050.62326539516,26867.88983755887,0.0,15974.531552305354,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
155,31000,44726.577233780394,30137.60373331364,0.0,17834.989577391847,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
156,31200,44726.577233780394,30137.60373331364,0.0,17834.989577391847,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
157,31400,44726.577233780394,30137.60373331364,0.0,17834.989577391847,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
158,31600,56441.06359791833,31182.89296296916,0.0,17923.538947686757,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
159,31800,56441.06359791833,31182.89296296916,0.0,17923.538947686757,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
160,32000,56441.06359791833,31182.89296296916,0.0,17923.538947686757,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
161,32200,56441.06359791833,31182.89296296916,0.0,17923.538947686757,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
162,32400,56441.06359791833,31182.89296296916,0.0,17923.538947686757,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
163,32600,56441.06359791833,31182.89296296916,0.0,17923.538947686757,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
164,32800,58847.67841131501,32262.91262630217,0.0,18573.95365538095,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
165,33000,58847.67841131501,32262.91262630217,0.0,18573.95365538095,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
166,33200,58847.67841131501,32262.91262630217,0.0,18573.95365538095,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
167,33400,58847.67841131501,32262.91262630217,0.0,18573.95365538095,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
168,33600,58847.67841131501,32262.91262630217,0.0,18573.95365538095,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
169,33800,58847.67841131501,32262.91262630217,0.0,18573.95365538095,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
170,34000,58847.67841131501,32262.91262630217,0.0,18573.95365538095,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
171,34200,58847.67841131501,32262.91262630217,0.0,18573.95365538095,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
172,34400,58847.67841131501,32262.91262630217,0.0,18573.95365538095,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
173,34600,61171.55506518265,33920.08167119525,0.0,19589.494240337874,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
174,34800,61171.55506518265,33920.08167119525,0.0,19589.494240337874,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
175,35000,61171.55506518265,33920.08167119525,0.0,19589.494240337874,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
176,35200,61171.55506518265,33920.08167119525,0.0,19589.494240337874,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
177,35400,61171.55506518265,33920.08167119525,0.0,19589.494240337874,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
178,35600,61171.55506518265,33920.08167119525,0.0,19589.494240337874,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
179,35800,68835.34049177481,43962.87994480722,0.0,25726.87695145328,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
180,36000,71884.50964144798,45840.77833219582,0.0,26714.582359810527,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
181,36200,71884.50964144798,45840.77833219582,0.0,26714.582359810527,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
182,36400,71884.50964144798,45840.77833219582,0.0,26714.582359810527,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
183,36600,71884.50964144798,45840.77833219582,0.0,26714.582359810527,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
184,36800,71884.50964144798,45840.77833219582,0.0,26714.582359810527,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
185,37000,73844.95138813872,47962.20095570684,0.0,28118.098484631228,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
186,37200,73844.95138813872,47962.20095570684,0.0,28118.098484631228,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
187,37400,73844.95138813872,47962.20095570684,0.0,28118.098484631228,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
188,37600,77290.45391380403,50107.49023374598,0.0,29156.034934498464,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
189,37800,77290.45391380403,50107.49023374598,0.0,29156.034934498464,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
190,38000,77290.45391380403,50107.49023374598,0.0,29156.034934498464,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
191,38200,86428.29028547824,52940.75578832113,0.0,29569.11892015041,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
192,38400,86428.29028547824,52940.75578832113,0.0,29569.11892015041,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
193,38600,86428.29028547824,52940.75578832113,0.0,29569.11892015041,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
194,38800,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
195,39000,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
196,39200,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
197,39400,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
198,39600,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
199,39800,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
200,40000,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
201,40200,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
202,40400,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
203,40600,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
204,40800,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
205,41000,89050.29142116499,53874.33392701889,0.0,30106.395969015288,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
206,41200,91066.05960632136,55847.06431732395,0.0,31396.41093160921,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
207,41400,91066.05960632136,55847.06431732395,0.0,31396.41093160921,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
208,41600,91066.05960632136,55847.06431732395,0.0,31396.41093160921,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
209,41800,94451.06247622731,58526.58430343705,0.0,32709.452656454945,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
210,42000,94451.06247622731,58526.58430343705,0.0,32709.452656454945,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
211,42200,94451.06247622731,58526.58430343705,0.0,32709.452656454945,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
212,42400,94451.06247622731,58526.58430343705,0.0,32709.452656454945,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
