,NCLO,Arrival Delay,Cap,Abandonment Penalty,Utility,protocol_type,protocol_name,Algorithm,map_size,max_nclo,converge_threshold
589,117800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
590,118000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
591,118200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
592,118400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
593,118600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
594,118800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
595,119000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
596,119200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
597,119400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
598,119600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
599,119800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
600,120000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
601,120200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
602,120400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
603,120600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
604,120800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
605,121000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
606,121200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
607,121400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
608,121600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
609,121800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
610,122000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
611,122200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
612,122400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
613,122600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
614,122800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
615,123000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
616,123200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
617,123400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
618,123600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
619,123800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
620,124000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
621,124200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
622,124400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
623,124600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
624,124800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
625,125000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
626,125200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
627,125400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
628,125600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
629,125800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
630,126000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
631,126200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
632,126400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
633,126600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
634,126800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
635,127000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
636,127200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
637,127400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
638,127600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
639,127800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
640,128000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
641,128200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
642,128400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
643,128600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
644,128800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
645,129000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
646,129200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
647,129400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
648,129600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
649,129800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
650,130000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
651,130200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
652,130400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
653,130600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
654,130800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
655,131000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
656,131200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
657,131400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
658,131600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
659,131800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
660,132000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
661,132200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
662,132400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
663,132600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
664,132800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
665,133000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
666,133200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
667,133400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
668,133600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
669,133800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
670,134000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
671,134200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
672,134400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
673,134600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
674,134800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
675,135000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
676,135200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
677,135400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
678,135600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
679,135800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
680,136000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
681,136200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
682,136400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
683,136600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
684,136800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
685,137000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
686,137200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
687,137400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
688,137600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
689,137800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
690,138000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
691,138200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
692,138400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
693,138600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
694,138800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
695,139000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
696,139200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
697,139400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
698,139600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
699,139800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
700,140000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
701,140200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
702,140400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
703,140600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
704,140800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
705,141000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
706,141200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
707,141400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
708,141600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
709,141800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
710,142000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
711,142200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
712,142400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
713,142600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
714,142800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
715,143000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
716,143200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
717,143400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
718,143600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
719,143800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
720,144000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
721,144200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
722,144400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
723,144600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
724,144800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
725,145000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
726,145200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
727,145400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
728,145600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
729,145800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
730,146000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
731,146200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
732,146400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
733,146600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
734,146800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
735,147000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
736,147200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
737,147400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
738,147600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
739,147800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
740,148000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
741,148200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
742,148400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
743,148600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
744,148800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
745,149000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
746,149200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
747,149400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
748,149600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
749,149800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
750,150000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
751,150200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
752,150400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
753,150600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
754,150800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
755,151000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
756,151200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
757,151400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
758,151600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
759,151800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
760,152000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
761,152200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
762,152400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
763,152600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
764,152800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
765,153000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
766,153200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
767,153400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
768,153600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
769,153800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
770,154000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
771,154200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
772,154400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
773,154600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
774,154800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
775,155000,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
776,155200,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
777,155400,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
778,155600,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
779,155800,510963.1559394695,122724.36860444225,0.0,45167.667208185,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
